,HISTORY,HOSPITALS,CITIES,QUOATA,MIN,MAX,REGIONS
230,16.12.2021,Şefaatli Şehit Osman Belkaya Devlet Hast.,Yozgat,3,"73,57","73,97",İç Anadolu Bölgesi
231,16.12.2021,Kadışehri İlçe Devlet Hast.,Yozgat,1,"74,04","74,04",İç Anadolu Bölgesi
232,16.12.2021,Sorgun Devlet Hast.,Yozgat,10,"74,2","77,02",İç Anadolu Bölgesi
233,16.12.2021,Yozgat Şehir Hast.,Yozgat,33,"74,47","82,9",İç Anadolu Bölgesi
234,16.12.2021,Boğazlıyan Devlet Hast.,Yozgat,2,"74,79","75,67",İç Anadolu Bölgesi
235,16.12.2021,Yerköy Devlet Hast.,Yozgat,1,"75,12","75,12",İç Anadolu Bölgesi
236,16.12.2021,Nallıhan Devlet Hast.,Ankara,1,"72,4","72,4",İç Anadolu Bölgesi
237,16.12.2021,Güdül İlçe Devlet Hast.,Ankara,1,"72,57","72,57",İç Anadolu Bölgesi
238,16.12.2021,Haymana Devlet Hast.,Ankara,2,"73,06","75,39",İç Anadolu Bölgesi
239,16.12.2021,Ankara Dr. Sami Ulus Kadın Doğum Çocuk Sağ.ve Hastal.EAH,Ankara,313,"73,25","77,22",İç Anadolu Bölgesi
240,16.12.2021,Ankara Dr. Abdurrahman Yurtaslan Onkoloji EAH.,Ankara,216,"73,57","82,03",İç Anadolu Bölgesi
241,16.12.2021,Kızılcahamam Devlet Hast.,Ankara,2,"73,57","73,73",İç Anadolu Bölgesi
242,16.12.2021,Ankara Etlik Zübeyde Hanım Kadın Hastal. EAH,Ankara,207,"73,74","86,42",İç Anadolu Bölgesi
243,16.12.2021,Ankara Dışkapı Yıldırım Beyazıt EAH.,Ankara,353,"73,89","83,42",İç Anadolu Bölgesi
244,16.12.2021,Kahramankazan Hamdi Eriş Devlet Hast.,Ankara,16,"74,8","83,33",İç Anadolu Bölgesi
245,16.12.2021,Ayaş Şehit Mehmet Çifci Devlet Hast.,Ankara,1,"74,93","74,93",İç Anadolu Bölgesi
246,16.12.2021,Şereflikoçhisar Devlet Hast.,Ankara,3,"74,96","77,74",İç Anadolu Bölgesi
247,16.12.2021,Bala İlçe Devlet Hast.,Ankara,1,"75,24","75,24",İç Anadolu Bölgesi
248,16.12.2021,Ankara Şehir Hast.,Ankara,134,"75,44","87,57",İç Anadolu Bölgesi
249,16.12.2021,Polatlı Duatepe Devlet Hast.,Ankara,2,"75,86","77,35",İç Anadolu Bölgesi
250,16.12.2021,Beypazarı Devlet Hast.,Ankara,1,"77,64","77,64",İç Anadolu Bölgesi
251,16.12.2021,Ankara Evren TSM.,Ankara,1,"78,71","78,71",İç Anadolu Bölgesi
252,16.12.2021,Ankara EAH.,Ankara,10,"79,49","81,04",İç Anadolu Bölgesi
253,16.12.2021,Elmadağ Dr. Hulusi Alataş Devlet Hast.,Ankara,2,"79,62","80,86",İç Anadolu Bölgesi
254,16.12.2021,Ankara Ulucanlar Göz EAH.,Ankara,10,"79,83","86,54",İç Anadolu Bölgesi
255,16.12.2021,Kalecik İlçe Devlet Hast.,Ankara,1,"79,89","79,89",İç Anadolu Bölgesi
256,16.12.2021,Ankara Atatürk Göğüs Hastal. ve Göğüs Cer. EAH,Ankara,5,"80,4","84,93",İç Anadolu Bölgesi
257,16.12.2021,Sincan Dr. Nafiz Körez Devlet Hast.,Ankara,10,"81,23","85,27",İç Anadolu Bölgesi
258,16.12.2021,Ankara Gülhane EAH.,Ankara,10,"81,49","92,11",İç Anadolu Bölgesi
259,16.12.2021,Ankara Çamlıdere TSM.,Ankara,1,"81,5","81,5",İç Anadolu Bölgesi
260,16.12.2021,Akyurt Devlet Hast.,Ankara,1,"82,39","82,39",İç Anadolu Bölgesi
261,16.12.2021,Çubuk Halil Şıvgın Devlet Hast.,Ankara,1,"82,61","82,61",İç Anadolu Bölgesi
262,16.12.2021,Ankara Keçiören EAH.,Ankara,2,"86,13","89,91",İç Anadolu Bölgesi
263,16.12.2021,Tunceli Nazımiye Şehit Ali Rıza Güneş TSM.,Tunceli,1,"72,41","72,41",Doğu Anadolu Bölgesi
264,16.12.2021,Ovacık İlçe Devlet Hast.,Tunceli,1,"75,34","75,34",Doğu Anadolu Bölgesi
265,16.12.2021,Tunceli Devlet Hast.,Tunceli,2,"77,89","79,56",Doğu Anadolu Bölgesi
266,16.12.2021,Derecik Devlet Hast.,Hakkari,13,"72,46","74,3",Doğu Anadolu Bölgesi
267,16.12.2021,Çukurca Devlet Hast.,Hakkari,6,"73,4","74,75",Doğu Anadolu Bölgesi
268,16.12.2021,Şemdinli Devlet Hast.,Hakkari,6,"74,77","85,9",Doğu Anadolu Bölgesi
269,16.12.2021,Hakkari Devlet Hast.,Hakkari,10,"74,91","82,84",Doğu Anadolu Bölgesi
270,16.12.2021,Yüksekova Devlet Hast.,Hakkari,10,"75,14","79,57",Doğu Anadolu Bölgesi
271,16.12.2021,İliç İlçe Devlet Hast.,Erzincan,2,"72,48","73,4",Doğu Anadolu Bölgesi
272,16.12.2021,Kemah İlçe Devlet Hast.,Erzincan,2,"72,5","72,76",Doğu Anadolu Bölgesi
273,16.12.2021,Otlukbeli İlçe Devlet Hast.,Erzincan,1,"72,96","72,96",Doğu Anadolu Bölgesi
274,16.12.2021,Tercan İlçe Devlet Hast.,Erzincan,4,"73,03","75,31",Doğu Anadolu Bölgesi
275,16.12.2021,Çayırlı İlçe Devlet Hast.,Erzincan,1,"73,08","73,08",Doğu Anadolu Bölgesi
276,16.12.2021,Refahiye Dr. Fahrettin Uğur İlçe Devlet Hast.,Erzincan,4,"73,39","73,66",Doğu Anadolu Bölgesi
277,16.12.2021,Kemaliye İlçe Devlet Hast.,Erzincan,2,"73,68","75,34",Doğu Anadolu Bölgesi
278,16.12.2021,Üzümlü İlçe Devlet Hast.,Erzincan,1,"74,1","74,1",Doğu Anadolu Bölgesi
279,16.12.2021,Erzincan Mengücek Gazi EAH,Erzincan,53,"74,42","82,99",Doğu Anadolu Bölgesi
280,16.12.2021,Kalkandere Şaban Cengiz İlçe Devlet Hast.,Rize,1,"72,49","72,49",Karadeniz Bölgesi
281,16.12.2021,Fındıklı Devlet Hast.,Rize,2,"72,5","73,63",Karadeniz Bölgesi
282,16.12.2021,İkizdere Hakkı-Emine Ekşi İlçe Devlet Hast.,Rize,1,"73,36","73,36",Karadeniz Bölgesi
283,16.12.2021,Kaçkar Devlet Hast.,Rize,5,"73,75","87,05",Karadeniz Bölgesi
284,16.12.2021,Güneysu Tenzile Erdoğan İlçe Devlet Hast.,Rize,1,"73,8","73,8",Karadeniz Bölgesi
285,16.12.2021,Rize Recep Tayyip Erdoğan Üni. EAH.,Rize,24,"73,84","75,67",Karadeniz Bölgesi
286,16.12.2021,Rize Devlet Hast.,Rize,10,"74,4","77,21",Karadeniz Bölgesi
287,16.12.2021,Rize Hemşin TSM.,Rize,1,"74,7","74,7",Karadeniz Bölgesi
288,16.12.2021,Çayeli İshakoğlu Devlet Hast.,Rize,1,"75,55","75,55",Karadeniz Bölgesi
289,16.12.2021,Demirköy İlçe Devlet Hast.,Kırklareli,2,"72,59","72,71",Marmara Bölgesi
290,16.12.2021,Babaeski Devlet Hast.,Kırklareli,2,"73,33","79,6",Marmara Bölgesi
291,16.12.2021,Kırklareli EAH.,Kırklareli,10,"73,64","77,16",Marmara Bölgesi
292,16.12.2021,Lüleburgaz Devlet Hast.,Kırklareli,17,"73,84","79,06",Marmara Bölgesi
293,16.12.2021,Kırklareli Vize TSM.,Kırklareli,1,"76,39","76,39",Marmara Bölgesi
294,16.12.2021,Kırklareli Kofçaz TSM.,Kırklareli,1,"81,45","81,45",Marmara Bölgesi
295,16.12.2021,Bingöl Yayladere TSM.,Bingöl,1,"72,74","72,74",Doğu Anadolu Bölgesi
296,16.12.2021,Adaklı İlçe Devlet Hast.,Bingöl,2,"72,96","73,16",Doğu Anadolu Bölgesi
297,16.12.2021,Kiğı İlçe Devlet Hast.,Bingöl,1,"73,3","73,3",Doğu Anadolu Bölgesi
298,16.12.2021,Karlıova Devlet Hast.,Bingöl,6,"73,97","75,11",Doğu Anadolu Bölgesi
299,16.12.2021,Bingöl Yedisu TSM.,Bingöl,1,"74,15","74,15",Doğu Anadolu Bölgesi
300,16.12.2021,Solhan Devlet Hast.,Bingöl,4,"74,99","76,02",Doğu Anadolu Bölgesi
301,16.12.2021,Bingöl Kadın Doğum ve Çocuk Hastal.Hast.,Bingöl,8,"75,42","77,06",Doğu Anadolu Bölgesi
302,16.12.2021,Genç Devlet Hast.,Bingöl,2,"76,3","76,47",Doğu Anadolu Bölgesi
303,16.12.2021,Bingöl Devlet Hast.,Bingöl,18,"77,18","89,04",Doğu Anadolu Bölgesi
304,16.12.2021,Muş Malazgirt İlçe Sağlık Müd.,Muş,4,"72,77","73,64",Doğu Anadolu Bölgesi
305,16.12.2021,Muş Bulanık İlçe Sağlık Müd.,Muş,4,"72,84","74,73",Doğu Anadolu Bölgesi
306,16.12.2021,Varto Devlet Hast.,Muş,16,"73,04","74,57",Doğu Anadolu Bölgesi
307,16.12.2021,Muş Korkut TSM.,Muş,2,"73,13","73,28",Doğu Anadolu Bölgesi
308,16.12.2021,Malazgirt Devlet Hast.,Muş,13,"73,21","74,6",Doğu Anadolu Bölgesi
309,16.12.2021,Korkut İlçe Devlet Hast.,Muş,2,"73,39","74,05",Doğu Anadolu Bölgesi
310,16.12.2021,Muş Hasköy TSM.,Muş,2,"73,41","74,19",Doğu Anadolu Bölgesi
311,16.12.2021,Bulanık Devlet Hast.,Muş,18,"73,5","77,03",Doğu Anadolu Bölgesi
312,16.12.2021,Muş Varto İlçe Sağlık Müd.,Muş,2,"73,79","74,54",Doğu Anadolu Bölgesi
313,16.12.2021,Hasköy Devlet Hast.,Muş,6,"74,19","86,16",Doğu Anadolu Bölgesi
314,16.12.2021,Muş Devlet Hast.,Muş,50,"75,03","80,63",Doğu Anadolu Bölgesi
315,16.12.2021,Muş Merkez TSM.,Muş,7,"75,49","80,72",Doğu Anadolu Bölgesi
316,16.12.2021,Bahçesaray İlçe Devlet Hast.,Van,6,"72,93","73,59",Doğu Anadolu Bölgesi
317,16.12.2021,Van Bahçesaray TSM.,Van,1,"73,01","73,01",Doğu Anadolu Bölgesi
318,16.12.2021,Van Çatak TSM.,Van,1,"73,13","73,13",Doğu Anadolu Bölgesi
319,16.12.2021,Van Çaldıran İlçe Sağlık Müd.,Van,2,"73,41","74,77",Doğu Anadolu Bölgesi
320,16.12.2021,Başkale Devlet Hast.,Van,7,"73,42","76,5",Doğu Anadolu Bölgesi
321,16.12.2021,Çaldıran Devlet Hast.,Van,10,"73,63","75,85",Doğu Anadolu Bölgesi
322,16.12.2021,Van Saray TSM.,Van,2,"73,92","74,77",Doğu Anadolu Bölgesi
323,16.12.2021,Van Saray İlçe Devlet Hast.,Van,10,"74,02","76,1",Doğu Anadolu Bölgesi
324,16.12.2021,Van Başkale İlçe Sağlık Müd.,Van,2,"74,16","74,78",Doğu Anadolu Bölgesi
325,16.12.2021,Muradiye Devlet Hast.,Van,6,"75,41","76,92",Doğu Anadolu Bölgesi
326,16.12.2021,Çatak Devlet Hast.,Van,2,"75,65","86,19",Doğu Anadolu Bölgesi
327,16.12.2021,Van Özalp İlçe Sağlık Müd.,Van,3,"75,65","76,94",Doğu Anadolu Bölgesi
328,16.12.2021,Özalp Devlet Hast.,Van,8,"75,66","77,35",Doğu Anadolu Bölgesi
329,16.12.2021,Erciş Şehit Rıdvan Çevik Devlet Hast.,Van,29,"75,82","84,68",Doğu Anadolu Bölgesi
330,16.12.2021,Van Erciş İlçe Sağlık Müd.,Van,2,"76,71","77,1",Doğu Anadolu Bölgesi
331,16.12.2021,Van Gürpınar İlçe Sağlık Müd.,Van,1,"77,09","77,09",Doğu Anadolu Bölgesi
332,16.12.2021,Gürpınar İlçe Devlet Hast.,Van,2,"77,22","77,78",Doğu Anadolu Bölgesi
333,16.12.2021,Gevaş Devlet Hast.,Van,2,"77,25","77,36",Doğu Anadolu Bölgesi
334,16.12.2021,Van Muradiye İlçe Sağlık Müd.,Van,1,"77,48","77,48",Doğu Anadolu Bölgesi
335,16.12.2021,Van EAH.,Van,59,"77,88","86,74",Doğu Anadolu Bölgesi
336,16.12.2021,Van Gevaş TSM.,Van,2,"78,16","81,41",Doğu Anadolu Bölgesi
337,16.12.2021,Van Edremit İlçe Sağlık Müd.,Van,2,"79,2","82,73",Doğu Anadolu Bölgesi
338,16.12.2021,Van Tuşba İlçe Sağlık Müd.,Van,2,"79,71","82,8",Doğu Anadolu Bölgesi
339,16.12.2021,Van İpekyolu İlçe Sağlık Müd.,Van,2,"79,85","79,93",Doğu Anadolu Bölgesi
340,16.12.2021,Türkeli Devlet Hast.,Sinop,2,"73,1","74,64",Karadeniz Bölgesi
341,16.12.2021,Durağan Şehit Hakan Tanrıkulu Devlet Hast.,Sinop,2,"73,25","73,29",Karadeniz Bölgesi
342,16.12.2021,Boyabat 75.Yıl Devlet Hast.,Sinop,9,"74,04","79,15",Karadeniz Bölgesi
343,16.12.2021,Ayancık Devlet Hast.,Sinop,10,"74,11","75,6",Karadeniz Bölgesi
344,16.12.2021,Gerze Devlet Hast.,Sinop,2,"76,51","77,94",Karadeniz Bölgesi
345,16.12.2021,Sinop Atatürk Devlet Hast.,Sinop,12,"76,52","81,61",Karadeniz Bölgesi
346,16.12.2021,Sinop Ağız ve Diş Sağ.Mer.,Sinop,1,"81,67","81,67",Karadeniz Bölgesi
347,16.12.2021,Niğde Çiftlik TSM.,Niğde,1,"73,12","73,12",İç Anadolu Bölgesi
348,16.12.2021,Çiftlik İlçe Devlet Hast.,Niğde,2,"73,43","73,57",İç Anadolu Bölgesi
349,16.12.2021,Altunhisar İlçe Devlet Hast.,Niğde,2,"73,72","74,86",İç Anadolu Bölgesi
350,16.12.2021,Ulukışla İlçe Devlet Hast.,Niğde,2,"73,99","74,83",İç Anadolu Bölgesi
351,16.12.2021,Çamardı İlçe Devlet Hast.,Niğde,2,"74,35","74,56",İç Anadolu Bölgesi
352,16.12.2021,Niğde Ulukışla TSM.,Niğde,1,"74,68","74,68",İç Anadolu Bölgesi
353,16.12.2021,Bor Devlet Hast.,Niğde,6,"75,39","75,87",İç Anadolu Bölgesi
354,16.12.2021,Niğde EAH.,Niğde,20,"75,53","84,88",İç Anadolu Bölgesi
355,16.12.2021,Çeltik Şehit Jandarma Uzman Çavuş Ramazan Gülle İlçe Devlet Hast.,Konya,2,"73,14","73,82",İç Anadolu Bölgesi
356,16.12.2021,Konya Hadim TSM.,Konya,1,"73,23","73,23",İç Anadolu Bölgesi
357,16.12.2021,Hadim Devlet Hast.,Konya,2,"73,34","74,45",İç Anadolu Bölgesi
358,16.12.2021,Yunak Hacı İzzet Baysal Devlet Hast.,Konya,4,"73,49","76,2",İç Anadolu Bölgesi
359,16.12.2021,Güneysınır Vali İhsan Dede İlçe Devlet Hast.,Konya,2,"73,83","74,39",İç Anadolu Bölgesi
360,16.12.2021,Cihanbeyli Devlet Hast.,Konya,4,"74,15","74,9",İç Anadolu Bölgesi
361,16.12.2021,Kulu Devlet Hast.,Konya,6,"74,17","80,05",İç Anadolu Bölgesi
362,16.12.2021,Hüyük Devlet Hast.,Konya,2,"74,58","75,48",İç Anadolu Bölgesi
363,16.12.2021,Karapınar Devlet Hast.,Konya,2,"74,61","74,96",İç Anadolu Bölgesi
364,16.12.2021,Altınekin İlçe Devlet Hast.,Konya,4,"74,7","75,57",İç Anadolu Bölgesi
365,16.12.2021,Tuzlukçu Şehit Halim Ünal İlçe Devlet Hast.,Konya,1,"74,8","74,8",İç Anadolu Bölgesi
366,16.12.2021,Ereğli Devlet Hast.,Konya,6,"74,98","84,02",İç Anadolu Bölgesi
367,16.12.2021,Bozkır Devlet Hast.,Konya,2,"75,03","75,4",İç Anadolu Bölgesi
368,16.12.2021,Akşehir Devlet Hast.,Konya,6,"75,05","80,38",İç Anadolu Bölgesi
369,16.12.2021,Ilgın Dr.Vefa Tanır Devlet Hast.,Konya,3,"75,22","75,9",İç Anadolu Bölgesi
370,16.12.2021,İçeriçumra İlçe Devlet Hast.,Konya,1,"75,46","75,46",İç Anadolu Bölgesi
371,16.12.2021,Konya Ahırlı TSM.,Konya,1,"75,61","75,61",İç Anadolu Bölgesi
372,16.12.2021,Çumra Devlet Hast.,Konya,2,"75,62","75,74",İç Anadolu Bölgesi
373,16.12.2021,Taşkent İlçe Devlet Hast.,Konya,1,"75,72","75,72",İç Anadolu Bölgesi
374,16.12.2021,Konya Yalıhüyük TSM.,Konya,1,"75,74","75,74",İç Anadolu Bölgesi
375,16.12.2021,Konya Şehir Hast.,Konya,74,"75,85","84,53",İç Anadolu Bölgesi
376,16.12.2021,Beyşehir Devlet Hast.,Konya,2,"75,93","76,63",İç Anadolu Bölgesi
377,16.12.2021,Konya Kulu İlçe Sağlık Müd.,Konya,2,"76,06","83,03",İç Anadolu Bölgesi
378,16.12.2021,Seydişehir Devlet Hast.,Konya,4,"76,59","78,28",İç Anadolu Bölgesi
379,16.12.2021,Konya Beyhekim EAH.,Konya,6,"76,64","80,75",İç Anadolu Bölgesi
380,16.12.2021,Kadınhanı Refik Saime Koyuncu Devlet Hast.,Konya,1,"76,77","76,77",İç Anadolu Bölgesi
381,16.12.2021,Konya Bozkır TSM.,Konya,1,"76,99","76,99",İç Anadolu Bölgesi
382,16.12.2021,Konya Yunak TSM.,Konya,1,"77,02","77,02",İç Anadolu Bölgesi
383,16.12.2021,Konya Derbent TSM.,Konya,1,"77,05","77,05",İç Anadolu Bölgesi
384,16.12.2021,Sarayönü Devlet Hast.,Konya,1,"77,45","77,45",İç Anadolu Bölgesi
385,16.12.2021,Konya Ilgın İlçe Sağlık Müd.,Konya,2,"77,73","80,08",İç Anadolu Bölgesi
386,16.12.2021,Konya Numune Hast.,Konya,21,"78,18","86,34",İç Anadolu Bölgesi
387,16.12.2021,Konya Çumra İlçe Sağlık Müd.,Konya,2,"78,29","82,76",İç Anadolu Bölgesi
388,16.12.2021,Konya Cihanbeyli İlçe Sağlık Müd.,Konya,1,"79,28","79,28",İç Anadolu Bölgesi
389,16.12.2021,Konya Karapınar İlçe Sağlık Müd.,Konya,2,"79,83","81,19",İç Anadolu Bölgesi
390,16.12.2021,Konya Seydışehir İlçe Sağlık Müd.,Konya,2,"80,56","85,79",İç Anadolu Bölgesi
391,16.12.2021,Konya Kadınhanı İlçe Sağlık Müd.,Konya,1,"82,54","82,54",İç Anadolu Bölgesi
392,16.12.2021,Konya Dr. Ali Kemal Belviranlı Kadın Doğum ve Çocuk Hastal.Hast.,Konya,3,"82,64","84,98",İç Anadolu Bölgesi
393,16.12.2021,Yığılca İlçe Devlet Hast.,Düzce,2,"73,28","73,34",Karadeniz Bölgesi
394,16.12.2021,Gölyaka İlçe Devlet Hast.,Düzce,1,"73,76","73,76",Karadeniz Bölgesi
395,16.12.2021,Çilimli İlçe Devlet Hast.,Düzce,2,"73,88","73,88",Karadeniz Bölgesi
396,16.12.2021,Düzce Atatürk Devlet Hast.,Düzce,24,"74,64","79,59",Karadeniz Bölgesi
397,16.12.2021,Gümüşova İlçe Devlet Hast.,Düzce,2,"75,59","76,25",Karadeniz Bölgesi
398,16.12.2021,Kaynaşlı İlçe Devlet Hast.,Düzce,1,"78,91","78,91",Karadeniz Bölgesi
399,16.12.2021,Akçakoca Devlet Hast.,Düzce,1,"78,97","78,97",Karadeniz Bölgesi
400,16.12.2021,Marmaraereğlisi İlçe Devlet Hast.,Tekirdağ,2,"73,28","73,55",Marmara Bölgesi
401,16.12.2021,Tekirdağ Saray Devlet Hast.,Tekirdağ,2,"73,29","74,15",Marmara Bölgesi
402,16.12.2021,Tekirdağ Dr. İsmail Fehmi Cumalıoğlu Şehir Hast.,Tekirdağ,90,"74,07","82,35",Marmara Bölgesi
403,16.12.2021,Çerkezköy Devlet Hast.,Tekirdağ,21,"74,22","82,74",Marmara Bölgesi
404,16.12.2021,Çorlu Devlet Hast.,Tekirdağ,21,"74,51","83,5",Marmara Bölgesi
405,16.12.2021,Kapaklı Devlet Hast.,Tekirdağ,2,"74,79","75,26",Marmara Bölgesi
406,16.12.2021,Malkara Devlet Hast.,Tekirdağ,1,"75,07","75,07",Marmara Bölgesi
407,16.12.2021,Hayrabolu Devlet Hast.,Tekirdağ,1,"75,3","75,3",Marmara Bölgesi
408,16.12.2021,Şarköy Devlet Hast.,Tekirdağ,1,"76,4","76,4",Marmara Bölgesi
409,16.12.2021,Muratlı Devlet Hast.,Tekirdağ,1,"82,18","82,18",Marmara Bölgesi
410,16.12.2021,Bayburt Devlet Hast.,Bayburt,9,"73,32","74,39",Karadeniz Bölgesi
411,16.12.2021,Trabzon Ataköy Ruh ve Sinir Hastal.Hast.,Trabzon,2,"73,32","73,46",Karadeniz Bölgesi
412,16.12.2021,Of Devlet Hast.,Trabzon,4,"74,53","75,12",Karadeniz Bölgesi
413,16.12.2021,Trabzon Kanuni EAH.,Trabzon,18,"74,98","81,89",Karadeniz Bölgesi
414,16.12.2021,Akçaabat Haçkalı Baba Devlet Hast.,Trabzon,6,"75,35","78,35",Karadeniz Bölgesi
415,16.12.2021,Trabzon Fatih Devlet Hast.,Trabzon,6,"76,15","83,49",Karadeniz Bölgesi
416,16.12.2021,Araklı Bayram Halil Devlet Hast.,Trabzon,1,"76,94","76,94",Karadeniz Bölgesi
417,16.12.2021,Sürmene Devlet Hast.,Trabzon,1,"77,57","77,57",Karadeniz Bölgesi
418,16.12.2021,Trabzon Ahi Evren Göğüs Kalp ve Damar Cer. EAH.,Trabzon,2,"80,68","86,63",Karadeniz Bölgesi
419,16.12.2021,Gökçebey İlçe Devlet Hast.,Zonguldak,1,"73,38","73,38",Karadeniz Bölgesi
420,16.12.2021,Çaycuma Devlet Hast.,Zonguldak,6,"73,7","84,7",Karadeniz Bölgesi
421,16.12.2021,Zonguldak Kadın Doğum ve Çocuk Hastal.Hast.,Zonguldak,6,"73,76","76,21",Karadeniz Bölgesi
422,16.12.2021,Devrek Devlet Hast.,Zonguldak,13,"73,97","78,92",Karadeniz Bölgesi
423,16.12.2021,Zonguldak Atatürk Devlet Hast.,Zonguldak,19,"74,55","82,58",Karadeniz Bölgesi
424,16.12.2021,Alaplı Devlet Hast.,Zonguldak,2,"76,37","76,5",Karadeniz Bölgesi
425,16.12.2021,Karadeniz Ereğli Devlet Hast.,Zonguldak,9,"76,65","79,26",Karadeniz Bölgesi
426,16.12.2021,Divriği Sadık Özgür Devlet Hast.,Sivas,5,"73,4","74,37",İç Anadolu Bölgesi
427,16.12.2021,Suşehri Devlet Hast.,Sivas,6,"73,63","74,12",İç Anadolu Bölgesi
428,16.12.2021,Şarkışla Devlet Hast.,Sivas,4,"73,9","74,69",İç Anadolu Bölgesi
429,16.12.2021,Gürün Devlet Hast.,Sivas,2,74,"74,9",İç Anadolu Bölgesi
430,16.12.2021,Kangal Devlet Hast.,Sivas,2,"74,05","74,64",İç Anadolu Bölgesi
431,16.12.2021,Zara Devlet Hast.,Sivas,2,"74,09","74,48",İç Anadolu Bölgesi
432,16.12.2021,Yıldızeli Devlet Hast.,Sivas,4,"74,5","74,97",İç Anadolu Bölgesi
433,16.12.2021,Sivas Numune Hast.,Sivas,37,"75,02","80,71",İç Anadolu Bölgesi
434,16.12.2021,Gemerek Devlet Hast.,Sivas,3,"75,64","77,61",İç Anadolu Bölgesi
435,16.12.2021,Sivas Devlet Hast.,Sivas,4,"80,81","84,3",İç Anadolu Bölgesi
436,16.12.2021,Karabük Yenice İlçe Devlet Hast.,Karabük,1,"73,46","73,46",Karadeniz Bölgesi
437,16.12.2021,Eskipazar İlçe Devlet Hast.,Karabük,1,"75,23","75,23",Karadeniz Bölgesi
438,16.12.2021,Eflani İlçe Devlet Hast.,Karabük,1,"75,31","75,31",Karadeniz Bölgesi
439,16.12.2021,Karabük EAH.,Karabük,10,"75,93","84,49",Karadeniz Bölgesi
440,16.12.2021,Kaman Devlet Hast.,Kırşehir,2,"73,67","74,05",İç Anadolu Bölgesi
441,16.12.2021,Akpınar İlçe Devlet Hast.,Kırşehir,1,"73,71","73,71",İç Anadolu Bölgesi
442,16.12.2021,Mucur Devlet Hast.,Kırşehir,2,"75,47","76,51",İç Anadolu Bölgesi
443,16.12.2021,Kırşehir EAH.,Kırşehir,10,"77,22","85,01",İç Anadolu Bölgesi
444,16.12.2021,Çiçekdağı İlçe Devlet Hast.,Kırşehir,1,"78,56","78,56",İç Anadolu Bölgesi
445,16.12.2021,Gölpazarı İlçe Devlet Hast.,Bilecik,1,"73,73","73,73",Marmara Bölgesi
446,16.12.2021,Yenipazar İlçe Devlet Hast.,Bilecik,1,74,74,Marmara Bölgesi
447,16.12.2021,İnhisar İlçe Devlet Hast.,Bilecik,1,"74,08","74,08",Marmara Bölgesi
448,16.12.2021,Osmaneli Mustafa Selahattin Çetintaş Devlet Hast.,Bilecik,4,"74,17","74,96",Marmara Bölgesi
449,16.12.2021,Pazaryeri İlçe Devlet Hast.,Bilecik,2,"74,47","74,87",Marmara Bölgesi
450,16.12.2021,Bilecik EAH.,Bilecik,31,"74,54","78,83",Marmara Bölgesi
451,16.12.2021,Söğüt Devlet Hast.,Bilecik,2,"74,88","75,3",Marmara Bölgesi
452,16.12.2021,Bozüyük Devlet Hast.,Bilecik,22,"75,19","80,02",Marmara Bölgesi
453,16.12.2021,Karaman Başyayla TSM.,Karaman,1,"73,84","73,84",İç Anadolu Bölgesi
454,16.12.2021,Karaman Sarıveliler TSM.,Karaman,1,"74,42","74,42",İç Anadolu Bölgesi
455,16.12.2021,Ermenek Devlet Hast.,Karaman,2,"74,63","74,76",İç Anadolu Bölgesi
456,16.12.2021,Kazımkarabekir İlçe Devlet Hast.,Karaman,1,"74,95","74,95",İç Anadolu Bölgesi
457,16.12.2021,Karaman EAH.,Karaman,16,"75,64","86,56",İç Anadolu Bölgesi
458,16.12.2021,Karaman Ermenek TSM.,Karaman,1,"77,02","77,02",İç Anadolu Bölgesi
459,16.12.2021,Karaman Merkez TSM.,Karaman,2,"78,97","82,83",İç Anadolu Bölgesi
460,16.12.2021,Göynük Şehit Ziya Sarpkaya İlçe Devlet Hast.,Bolu,1,"73,86","73,86",Karadeniz Bölgesi
461,16.12.2021,Mengen Dr.Mustafa Körpeoğlu İlçe Devlet Hast.,Bolu,1,"74,75","74,75",Karadeniz Bölgesi
462,16.12.2021,Bolu İzzet Baysal EAH.,Bolu,23,"74,82","83,09",Karadeniz Bölgesi
463,16.12.2021,Mudurnu İlçe Devlet Hast.,Bolu,1,"75,55","75,55",Karadeniz Bölgesi
464,16.12.2021,Bolu İzzet Baysal Devlet Hast.,Bolu,13,"76,25","82,02",Karadeniz Bölgesi
465,16.12.2021,Gerede Devlet Hast.,Bolu,1,"77,2","77,2",Karadeniz Bölgesi
466,16.12.2021,Bolu Mudurnu TSM.,Bolu,1,"78,26","78,26",Karadeniz Bölgesi
467,16.12.2021,Bolu Gerede İlçe Sağlık Müd.,Bolu,1,"81,14","81,14",Karadeniz Bölgesi
468,16.12.2021,Pervari Devlet Hast.,Siirt,8,"73,98","76,15",Güneydoğu Anadolu Bölgesi
469,16.12.2021,Siirt Eruh TSM.,Siirt,1,"76,21","76,21",Güneydoğu Anadolu Bölgesi
470,16.12.2021,Eruh Devlet Hast.,Siirt,8,"76,68","83,41",Güneydoğu Anadolu Bölgesi
471,16.12.2021,Baykan Devlet Hast.,Siirt,4,"77,42","85,17",Güneydoğu Anadolu Bölgesi
472,16.12.2021,Siirt EAH.,Siirt,31,"77,65","88,38",Güneydoğu Anadolu Bölgesi
473,16.12.2021,Kurtalan Devlet Hast.,Siirt,9,"78,49","87,27",Güneydoğu Anadolu Bölgesi
